OBJECTID,SITE_NAME,GAZ_NAME,GFE_ID,Y_LAT,X_LONG,GFE_TYPE,WS_CDE_20K,WS_CDE_50K,CU_NAME,FULL_CU_IN,SP_QUAL,CU_TYPE,POP_ID,FAZ_ACRO,MAZ_ACRO,JAZ_ACRO
75,SMALL CREEK,SMALL CREEK,2043,53.04101994,-119.6163669,Stream,100-891664-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-895300-00000-00000-0000-0000-000-000-000-000-000-000,UPPER FRASER RIVER_SP_1.3,CK-12,CK,Current,45325,UFR,GStr,UFR+GStr
76,SNOWSHOE CREEK,SNOWSHOE CREEK,167,53.62240596,-120.7625715,Stream,100-768118-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-770300-00000-00000-0000-0000-000-000-000-000-000-000,UPPER FRASER RIVER_SP_1.3,CK-12,CK,Current,2318,UFR,GStr,UFR+GStr
77,SNOWSHOE CREEK,SNOWSHOE CREEK,167,53.62240596,-120.7625715,Stream,100-768118-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-770300-00000-00000-0000-0000-000-000-000-000-000-000,UPPER FRASER RIVER_SP_1.3,CK-12,CK,Current,47519,UFR,GStr,UFR+GStr
78,SPAKWANIKO CREEK,SPAKWANIKO CREEK,156,54.32480607,-121.1919766,Stream,100-639480-270767-308653-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,190-265100-30600-00000-0000-0000-000-000-000-000-000-000,UPPER FRASER RIVER_SP_1.3,CK-12,CK,Current,47417,UFR,GStr,UFR+GStr
79,SUS CREEK,SUS CREEK,1991,53.13891847,-121.168171,Stream,100-654493-907768-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-657000-89900-00000-0000-0000-000-000-000-000-000-000,UPPER FRASER RIVER_SP_1.3,CK-12,CK,Current,2468,UFR,GStr,UFR+GStr
80,SWIFT CREEK,SWIFT CREEK,176,52.84850248,-119.2992451,Stream,100-904773-602091-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-907400-60700-00000-0000-0000-000-000-000-000-000-000,UPPER FRASER RIVER_SP_1.3,CK-12,CK,Current,46961,UFR,GStr,UFR+GStr
81,SWIFT CREEK,SWIFT CREEK,176,52.84850248,-119.2992451,Stream,100-904773-602091-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-907400-60700-00000-0000-0000-000-000-000-000-000-000,UPPER FRASER RIVER_SP_1.3,CK-12,CK,Current,46962,UFR,GStr,UFR+GStr
82,TORPY RIVER,TORPY RIVER,164,53.73588068,-120.9010835,Stream,100-745929-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-748500-00000-00000-0000-0000-000-000-000-000-000-000,UPPER FRASER RIVER_SP_1.3,CK-12,CK,Current,47497,UFR,GStr,UFR+GStr
83,TWIN CREEKS (COMBINED),,7990632,53.45204452,-120.4202321,Stream,,,UPPER FRASER RIVER_SP_1.3,CK-12,CK,Current,44497,UFR,GStr,UFR+GStr
84,WALKER CREEK,WALKER CREEK,165,53.79340735,-120.9023836,Stream,100-745929-072861-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-748500-08800-00000-0000-0000-000-000-000-000-000-000,UPPER FRASER RIVER_SP_1.3,CK-12,CK,Current,47507,UFR,GStr,UFR+GStr
85,WANSA CREEK,WANSA CREEK,148,53.94856287,-122.2801605,Stream,100-594120-148664-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-596500-15700-00000-0000-0000-000-000-000-000-000-000,UPPER FRASER RIVER_SP_1.3,CK-12,CK,Current,47337,UFR,GStr,UFR+GStr
86,WEST TWIN CREEK,WEST TWIN CREEK,171,53.44517202,-120.4271666,Stream,100-806680-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-808800-00000-00000-0000-0000-000-000-000-000-000-000,UPPER FRASER RIVER_SP_1.3,CK-12,CK,Current,2762,UFR,GStr,UFR+GStr
87,WILLOW RIVER,WILLOW RIVER,147,54.0865377,-122.5078843,Stream,100-594120-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-596500-00000-00000-0000-0000-000-000-000-000-000-000,UPPER FRASER RIVER_SP_1.3,CK-12,CK,Current,47327,UFR,GStr,UFR+GStr
88,ADAMS RIVER,ADAMS RIVER,220,50.89438552,-119.5541359,Stream,100-190442-999098-995997-058910-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-453400-00000-00000-0000-0000-000-000-000-000-000-000,SOUTH THOMPSON_SU_0.3,CK-13,CK,Current,275,STh,GStr,STh+GStr
89,ADAMS RIVER,ADAMS RIVER,220,50.89438552,-119.5541359,Stream,100-190442-999098-995997-058910-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-453400-00000-00000-0000-0000-000-000-000-000-000-000,SOUTH THOMPSON_SU_0.3,CK-13,CK,Current,46246,STh,GStr,STh+GStr
90,BRIDGE RIVER,BRIDGE RIVER,133,50.74950978,-121.9315407,Stream,100-239855-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-241900-00000-00000-0000-0000-000-000-000-000-000-000,SOUTH THOMPSON_SU_0.3,CK-13,CK,Current,7479,STh,GStr,STh+GStr
91,CANOE CREEK,CANOE CREEK,239,50.75568366,-119.2215698,Stream,100-190442-999098-995997-893719-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-932800-00000-00000-0000-0000-000-000-000-000-000-000,SOUTH THOMPSON_SU_0.3,CK-13,CK,Current,7478,STh,GStr,STh+GStr
92,HIUIHILL CREEK,HIUIHILL CREEK,2373,50.9226209,-119.6337501,Stream,100-190442-999098-995997-058910-043375-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-453400-03900-00000-0000-0000-000-000-000-000-000-000,SOUTH THOMPSON_SU_0.3,CK-13,CK,Current,7479,STh,GStr,STh+GStr
93,LITTLE RIVER,SOUTH THOMPSON RIVER,219,50.86552577,-119.6047619,Stream Segment,100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,SOUTH THOMPSON_SU_0.3,CK-13,CK,Current,46236,STh,GStr,STh+GStr
94,NIKWIKWAIA CREEK,NIKWIKWAIA CREEK,2388,50.93907051,-119.6560319,Stream,100-190442-999098-995997-058910-057838-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-453400-05400-00000-0000-0000-000-000-000-000-000-000,SOUTH THOMPSON_SU_0.3,CK-13,CK,Current,7480,STh,GStr,STh+GStr
95,SOUTH THOMPSON RIVER,SOUTH THOMPSON RIVER,218,50.68051742,-120.3381363,Stream,100-190442-999098-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,SOUTH THOMPSON_SU_0.3,CK-13,CK,Current,46226,STh,GStr,STh+GStr
96,TAPPEN CREEK,TAPPEN CREEK,236,50.77264598,-119.3334916,Stream,100-190442-999098-995997-943954-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-963600-00000-00000-0000-0000-000-000-000-000-000-000,SOUTH THOMPSON_SU_0.3,CK-13,CK,Current,7477,STh,GStr,STh+GStr
97,THOMPSON RIVER,THOMPSON RIVER,211,50.23556348,-121.582761,Stream,100-190442-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,120-000000-00000-00000-0000-0000-000-000-000-000-000-000,SOUTH THOMPSON_SU_0.3,CK-13,CK,Current,46165,LTh,GStr,LTh+GStr
98,EAGLE RIVER,EAGLE RIVER,232,50.84350471,-119.0101709,Stream,100-190442-999098-995997-725308-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-831400-00000-00000-0000-0000-000-000-000-000-000-000,SOUTH THOMPSON_SU_1.3,CK-14,CK,Current,46366,STh,GStr,STh+GStr
99,SALMON RIVER,SALMON RIVER,237,50.71001714,-119.3065652,Stream,100-190442-999098-995997-990301-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-994100-00000-00000-0000-0000-000-000-000-000-000-000,SOUTH THOMPSON_SU_1.3,CK-14,CK,Current,46407,STh,GStr,STh+GStr
100,SCOTCH CREEK,SCOTCH CREEK,225,50.91532294,-119.5092526,Stream,100-190442-999098-995997-088471-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-478700-00000-00000-0000-0000-000-000-000-000-000-000,SOUTH THOMPSON_SU_1.3,CK-14,CK,Current,46296,STh,GStr,STh+GStr
101,SEYMOUR RIVER,SEYMOUR RIVER,229,51.238626,-118.9584543,Stream,100-190442-999098-995997-492860-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-700300-00000-00000-0000-0000-000-000-000-000-000-000,SOUTH THOMPSON_SU_1.3,CK-14,CK,Current,46336,STh,GStr,STh+GStr
102,SHUSWAP RIVER - LOWER,SHUSWAP RIVER,240,50.72484103,-119.0470528,Stream Segment,100-190442-999098-995997-730848-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-835500-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP RIVER_SU_0.3,CK-15,CK,Current,46438,STh,GStr,STh+GStr
103,SHUSWAP RIVER - LOWER,SHUSWAP RIVER,240,50.72484103,-119.0470528,Stream Segment,100-190442-999098-995997-730848-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-835500-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP RIVER_SU_0.3,CK-15,CK,Current,46437,STh,GStr,STh+GStr
104,SHUSWAP RIVER - MIDDLE,SHUSWAP RIVER,241,50.43388502,-118.7514875,Stream Segment,100-190442-999098-995997-730848-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-835500-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP RIVER_SU_0.3,CK-15,CK,Current,46447,STh,GStr,STh+GStr
105,WAP CREEK,WAP CREEK,249,50.72649456,-118.615435,Stream,100-190442-999098-995997-730848-384566-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-835500-36600-00000-0000-0000-000-000-000-000-000-000,SHUSWAP RIVER_SU_0.3,CK-15,CK,Current,46527,STh,GStr,STh+GStr
106,BESSETTE CREEK,BESSETTE CREEK,252,50.30662331,-118.8220734,Stream,100-190442-999098-995997-730848-543292-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-835500-54100-00000-0000-0000-000-000-000-000-000-000,SOUTH THOMPSON-BESSETTE CREEK_SU_1.2,CK-16,CK,Current,46548,STh,GStr,STh+GStr
107,CREIGHTON CREEK,CREIGHTON CREEK,253,50.24639921,-118.9561116,Stream,100-190442-999098-995997-730848-543292-564986-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-835500-54100-51800-0000-0000-000-000-000-000-000-000,SOUTH THOMPSON-BESSETTE CREEK_SU_1.2,CK-16,CK,Current,812,STh,GStr,STh+GStr
108,DUTEAU CREEK,DUTEAU CREEK,254,50.25142097,-118.9602306,Stream,100-190442-999098-995997-730848-543292-538606-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-835500-54100-49500-0000-0000-000-000-000-000-000-000,SOUTH THOMPSON-BESSETTE CREEK_SU_1.2,CK-16,CK,Current,46568,STh,GStr,STh+GStr
109,HARRIS CREEK,HARRIS CREEK,255,50.19872664,-118.9926687,Stream,100-190442-999098-995997-730848-543292-811833-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-835500-54100-73600-0450-0000-000-000-000-000-000-000,SOUTH THOMPSON-BESSETTE CREEK_SU_1.2,CK-16,CK,Current,46578,STh,GStr,STh+GStr
110,BONAPARTE RIVER,BONAPARTE RIVER,216,50.73921386,-121.258846,Stream,100-190442-506118-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,120-506800-00000-00000-0000-0000-000-000-000-000-000-000,LOWER THOMPSON_SP_1.2,CK-17,CK,Current,46206,LTh,GStr,LTh+GStr
111,COLDWATER RIVER,COLDWATER RIVER,215,50.11490174,-120.8043058,Stream,100-190442-244975-337574-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,120-246600-33700-00000-0000-0000-000-000-000-000-000-000,LOWER THOMPSON_SP_1.2,CK-17,CK,Current,46197,LTh,GStr,LTh+GStr
112,COLDWATER RIVER,COLDWATER RIVER,215,50.11490174,-120.8043058,Stream,100-190442-244975-337574-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,120-246600-33700-00000-0000-0000-000-000-000-000-000-000,LOWER THOMPSON_SP_1.2,CK-17,CK,Current,46196,LTh,GStr,LTh+GStr
113,DEADMAN RIVER,DEADMAN RIVER,217,50.74444787,-120.9187363,Stream,100-190442-712025-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,120-714600-00000-00000-0000-0000-000-000-000-000-000-000,LOWER THOMPSON_SP_1.2,CK-17,CK,Current,46216,LTh,GStr,LTh+GStr
114,LOUIS CREEK,LOUIS CREEK,257,51.13754829,-120.1286132,Stream,100-190442-998192-171874-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-175200-00000-00000-0000-0000-000-000-000-000-000-000,LOWER THOMPSON_SP_1.2,CK-17,CK,Current,46598,NTh,GStr,NTh+GStr
115,NICOLA RIVER,NICOLA RIVER,213,50.42767089,-121.3162004,Stream,100-190442-244975-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,120-246600-00000-00000-0000-0000-000-000-000-000-000-000,LOWER THOMPSON_SP_1.2,CK-17,CK,Current,46176,LTh,GStr,LTh+GStr
116,NICOLA RIVER - UPPER,NICOLA RIVER,2453,50.13744698,-120.709084,Stream Segment,100-190442-244975-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,120-246600-00000-00000-0000-0000-000-000-000-000-000-000,LOWER THOMPSON_SP_1.2,CK-17,CK,Current,44742,LTh,GStr,LTh+GStr
117,SPIUS CREEK,SPIUS CREEK,214,50.14632338,-121.0204424,Stream,100-190442-244975-232973-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,120-246600-23400-00000-0000-0000-000-000-000-000-000-000,LOWER THOMPSON_SP_1.2,CK-17,CK,Current,46186,LTh,GStr,LTh+GStr
118,SPIUS CREEK,SPIUS CREEK,214,50.14632338,-121.0204424,Stream,100-190442-244975-232973-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,120-246600-23400-00000-0000-0000-000-000-000-000-000-000,LOWER THOMPSON_SP_1.2,CK-17,CK,Current,46187,LTh,GStr,LTh+GStr
119,ALBREDA RIVER,ALBREDA RIVER,284,52.47887892,-119.1310516,Stream,100-190442-998192-823461-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-838900-00000-00000-0000-0000-000-000-000-000-000-000,NORTH THOMPSON_SP_1.3,CK-18,CK,Current,290,NTh,GStr,NTh+GStr
120,BLUE RIVER,BLUE RIVER,281,52.10430428,-119.2795618,Stream,100-190442-998192-678593-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-696400-00000-00000-0000-0000-000-000-000-000-000-000,NORTH THOMPSON_SP_1.3,CK-18,CK,Current,46801,NTh,GStr,NTh+GStr
121,DUNN CREEK,DUNN CREEK,263,51.45982552,-120.1479573,Stream,100-190442-998192-288800-076644-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-296400-08100-00000-0000-0000-000-000-000-000-000-000,NORTH THOMPSON_SP_1.3,CK-18,CK,Current,46658,NTh,GStr,NTh+GStr
122,FINN CREEK,FINN CREEK,279,51.89602394,-119.3246581,Stream,100-190442-998192-602714-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-619200-00000-00000-0000-0000-000-000-000-000-000-000,NORTH THOMPSON_SP_1.3,CK-18,CK,Current,46790,NTh,GStr,NTh+GStr
123,LYON CREEK,LYON CREEK,278,51.87798775,-119.3089633,Stream,100-190442-998192-595721-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-613200-00000-00000-0000-0000-000-000-000-000-000-000,NORTH THOMPSON_SP_1.3,CK-18,CK,Current,46780,NTh,GStr,NTh+GStr
124,MAD RIVER,MAD RIVER,272,51.67276056,-119.6073812,Stream,100-190442-998192-485781-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-499600-00000-00000-0000-0000-000-000-000-000-000-000,NORTH THOMPSON_SP_1.3,CK-18,CK,Current,46730,NTh,GStr,NTh+GStr
125,MCTAGGART CREEK,MCTAGGART CREEK,264,51.41268846,-120.1281397,Stream,100-190442-998192-288800-076644-261917-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-296400-08100-25900-0000-0000-000-000-000-000-000-000,NORTH THOMPSON_SP_1.3,CK-18,CK,Current,46668,NTh,GStr,NTh+GStr
126,BARRIERE RIVER,BARRIERE RIVER,258,51.17380574,-120.1386045,Stream,100-190442-998192-185576-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-190100-00000-00000-0000-0000-000-000-000-000-000-000,NORTH THOMPSON_SU_1.3,CK-19,CK,Current,46608,NTh,GStr,NTh+GStr
127,CLEARWATER RIVER,CLEARWATER RIVER,266,51.63310955,-120.0807201,Stream,100-190442-998192-349877-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-360400-00000-00000-0000-0000-000-000-000-000-000-000,NORTH THOMPSON_SU_1.3,CK-19,CK,Current,46688,NTh,GStr,NTh+GStr
128,LEMIEUX CREEK,LEMIEUX CREEK,262,51.42444746,-120.2008315,Stream,100-190442-998192-274759-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-281900-00000-00000-0000-0000-000-000-000-000-000-000,NORTH THOMPSON_SU_1.3,CK-19,CK,Current,46648,NTh,GStr,NTh+GStr
129,MAHOOD RIVER,MAHOOD RIVER,268,51.91606125,-120.1943376,Stream,100-190442-998192-349877-237590-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-360400-23900-00000-0000-0000-000-000-000-000-000-000,NORTH THOMPSON_SU_1.3,CK-19,CK,Current,46708,NTh,GStr,NTh+GStr
130,MANN CREEK,MANN CREEK,265,51.5663568,-120.1363557,Stream,100-190442-998192-325873-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-335800-00000-00000-0000-0000-000-000-000-000-000-000,NORTH THOMPSON_SU_1.3,CK-19,CK,Current,46678,NTh,GStr,NTh+GStr
131,NORTH THOMPSON RIVER,NORTH THOMPSON RIVER,256,50.68178401,-120.3418459,Stream,100-190442-998192-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-000000-00000-00000-0000-0000-000-000-000-000-000-000,NORTH THOMPSON_SU_1.3,CK-19,CK,Current,46588,NTh,GStr,NTh+GStr
132,RAFT RIVER,RAFT RIVER,269,51.63206515,-119.9923028,Stream,100-190442-998192-368776-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-379800-00000-00000-0000-0000-000-000-000-000-000-000,NORTH THOMPSON_SU_1.3,CK-19,CK,Current,46718,NTh,GStr,NTh+GStr
133,CAMPBELL RIVER,CAMPBELL RIVER,677,49.01265739,-122.777982,Stream,900-000584-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,BOUNDARY BAY_FA_0.3,CK-2,CK,VREQ[Current],586,BB,GStr,BB+GStr
134,NICOMEKL RIVER,NICOMEKL RIVER,678,49.05821785,-122.8697314,Stream,900-004391-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-004300-00000-00000-0000-0000-000-000-000-000-000-000,BOUNDARY BAY_FA_0.3,CK-2,CK,VREQ[Current],1840,BB,GStr,BB+GStr
135,SERPENTINE RIVER,SERPENTINE RIVER,681,49.08322704,-122.850271,Stream,900-005473-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-005500-00000-00000-0000-0000-000-000-000-000-000-000,BOUNDARY BAY_FA_0.3,CK-2,CK,VREQ[Current],2168,BB,GStr,BB+GStr
